loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
8572,2, Not Graduate, No,4100000,11000000,18,420,2000000,1400000,8900000,5000000, Rejected
8573,2, Graduate, Yes,3100000,6200000,8,830,1500000,4700000,12600000,3200000, Approved
8574,4, Graduate, Yes,8600000,35700000,16,847,17600000,10600000,21100000,10500000, Approved
8575,5, Not Graduate, Yes,1600000,4500000,10,490,700000,2300000,5100000,1300000, Rejected
8576,0, Graduate, Yes,2300000,8400000,6,671,5600000,3300000,5400000,2300000, Approved
8577,0, Graduate, No,200000,500000,16,811,100000,0,1000000,400000, Approved
8578,0, Not Graduate, No,2300000,8700000,4,558,900000,1000000,4300000,2800000, Approved
8579,2, Graduate, No,3300000,7400000,12,900,5200000,4000000,8500000,2100000, Approved
8580,0, Not Graduate, No,2700000,9600000,18,861,2600000,1300000,5100000,2500000, Approved
8581,0, Not Graduate, No,9000000,27400000,4,607,0,7600000,25100000,12400000, Approved
8582,3, Not Graduate, No,4700000,17200000,18,808,9600000,5300000,11900000,3800000, Approved
8583,4, Graduate, No,4300000,11500000,20,314,10100000,5600000,17000000,5000000, Rejected
8584,4, Graduate, No,1700000,4400000,18,581,1600000,2300000,6100000,1600000, Approved
8585,5, Not Graduate, No,6900000,19300000,4,452,15100000,3100000,26300000,5100000, Rejected
8586,1, Graduate, No,9200000,26100000,10,750,11700000,8700000,21500000,10000000, Approved
8587,3, Not Graduate, Yes,6000000,13100000,12,325,1700000,3400000,21000000,3400000, Rejected
8588,4, Not Graduate, Yes,2700000,10300000,16,662,6400000,3800000,5400000,4300000, Approved
8589,3, Not Graduate, Yes,3000000,8700000,14,441,3200000,4200000,9500000,3800000, Rejected
8590,5, Not Graduate, Yes,3500000,8900000,20,611,4400000,6800000,7300000,4100000, Approved
8591,4, Graduate, No,1500000,5100000,8,673,3200000,2200000,3900000,1500000, Approved
8592,2, Graduate, Yes,8700000,29100000,8,882,23400000,5800000,21700000,7700000, Approved
8593,4, Not Graduate, No,7100000,26000000,20,627,19800000,12300000,26500000,10400000, Approved
8594,3, Graduate, Yes,6700000,17600000,2,496,4200000,10200000,23300000,9800000, Rejected
8595,3, Not Graduate, No,4400000,8800000,6,516,7100000,7000000,16100000,2700000, Rejected
8596,3, Not Graduate, No,8800000,22800000,14,691,22600000,5000000,18400000,11000000, Approved
8597,5, Not Graduate, Yes,7700000,28800000,4,634,10600000,8800000,28100000,4600000, Approved
8598,0, Graduate, No,5000000,18400000,16,539,8100000,9800000,16800000,5500000, Rejected
8599,5, Not Graduate, Yes,2100000,6400000,2,380,5100000,2200000,5300000,2800000, Approved
8600,5, Graduate, Yes,1500000,5200000,2,459,0,2500000,5100000,1700000, Approved
8601,1, Graduate, No,10300000,22800000,18,406,1000000,16600000,21700000,9400000, Rejected
8602,5, Graduate, No,4700000,14200000,16,900,9600000,4400000,8500000,3600000, Approved
8603,4, Graduate, Yes,9400000,24600000,18,787,17300000,3100000,25400000,6100000, Approved
8604,1, Graduate, No,8500000,28800000,12,519,18500000,3800000,33500000,6000000, Rejected
8605,0, Graduate, No,5000000,13300000,2,490,11700000,7500000,20700000,6100000, Rejected
8606,2, Not Graduate, Yes,7800000,27700000,8,390,22000000,5100000,17900000,5200000, Rejected
8607,3, Graduate, Yes,3900000,7700000,10,553,3700000,7800000,15800000,6000000, Rejected
8608,5, Not Graduate, No,6000000,16600000,12,880,9700000,10700000,20200000,4900000, Approved
8609,0, Not Graduate, Yes,9000000,20800000,12,513,21500000,800000,38100000,11100000, Rejected
8610,3, Not Graduate, No,1600000,5300000,6,726,3000000,800000,5900000,1500000, Approved
8611,5, Graduate, No,1200000,2500000,6,584,1000000,1600000,4800000,1600000, Approved
8612,2, Graduate, Yes,7800000,23300000,6,530,12000000,2500000,19500000,9400000, Rejected
8613,1, Graduate, No,9900000,27300000,8,330,7800000,2600000,27800000,12500000, Rejected
8614,1, Not Graduate, No,4700000,15200000,18,568,7900000,5900000,13200000,6900000, Approved
8615,5, Not Graduate, No,3100000,8700000,20,879,2500000,1000000,10600000,2700000, Approved
8616,5, Graduate, No,9300000,23900000,4,657,12700000,5700000,17500000,12200000, Approved
8617,2, Graduate, Yes,7600000,17200000,16,582,17400000,12900000,21000000,10700000, Approved
8618,5, Graduate, Yes,5600000,13600000,8,841,6800000,8400000,18600000,3900000, Approved
8619,3, Not Graduate, No,4000000,10200000,10,509,10800000,200000,12400000,2000000, Rejected
8620,2, Graduate, Yes,7300000,19000000,14,898,18800000,14300000,20500000,8300000, Approved
8621,3, Graduate, Yes,8700000,18800000,10,339,6500000,100000,34100000,10400000, Rejected
8622,1, Graduate, Yes,2100000,5500000,18,353,2300000,2300000,4800000,2000000, Rejected
8623,5, Graduate, Yes,2400000,5900000,4,346,5600000,2500000,8000000,2300000, Rejected
8624,5, Graduate, Yes,6300000,15800000,2,754,13200000,4900000,15200000,6200000, Approved
8625,5, Not Graduate, No,5200000,14400000,4,429,8000000,4900000,11500000,7200000, Rejected
8626,1, Graduate, Yes,1600000,5300000,4,690,1300000,1400000,4800000,1500000, Rejected
8627,1, Not Graduate, Yes,5200000,16800000,12,521,2400000,1500000,17600000,5400000, Rejected
8628,4, Graduate, No,5300000,21600000,12,531,4500000,1600000,15400000,7500000, Approved
8629,4, Not Graduate, Yes,300000,1000000,12,448,500000,400000,600000,300000, Rejected
8630,3, Graduate, No,3000000,11000000,16,877,3700000,4700000,6100000,4400000, Approved
8631,5, Not Graduate, Yes,8800000,22700000,16,577,20300000,2400000,21000000,8300000, Rejected
8632,0, Not Graduate, Yes,5200000,12700000,18,770,3600000,1000000,14600000,3300000, Approved
8633,4, Graduate, Yes,6400000,14300000,10,365,3800000,12500000,18000000,5900000, Rejected
8634,1, Not Graduate, No,2200000,4900000,14,686,2600000,700000,5600000,1900000, Approved
8635,2, Graduate, Yes,6600000,18400000,8,611,13300000,12700000,20700000,5300000, Approved
8636,0, Graduate, Yes,800000,2800000,12,605,500000,600000,4000000,800000, Rejected
8637,3, Not Graduate, No,3100000,10300000,4,804,2700000,900000,9200000,2500000, Approved
8638,4, Not Graduate, Yes,1300000,4400000,8,540,3700000,2100000,5000000,1500000, Rejected
8639,2, Not Graduate, Yes,5500000,14500000,14,539,13000000,10300000,17600000,7300000, Rejected
8640,3, Not Graduate, No,8700000,28000000,18,639,9300000,7800000,32600000,6700000, Approved
8641,5, Not Graduate, No,5600000,13000000,20,522,13400000,2000000,16400000,5500000, Approved
8642,1, Not Graduate, No,2800000,7000000,18,574,8600000,600000,7200000,1500000, Approved
8643,4, Not Graduate, No,3900000,9300000,8,548,11500000,100000,12700000,1900000, Rejected
8644,4, Not Graduate, No,1200000,4100000,8,630,1700000,1900000,3200000,1200000, Approved
8645,5, Not Graduate, No,5500000,17900000,4,558,12600000,4000000,17500000,4800000, Approved
8646,1, Graduate, Yes,3900000,8600000,8,340,12100000,1000000,14700000,4000000, Rejected
8647,0, Graduate, No,5200000,14500000,2,732,0,7500000,12400000,5100000, Approved
8648,3, Not Graduate, Yes,8900000,22900000,6,305,0,17700000,35800000,8800000, Rejected
8649,3, Graduate, Yes,3900000,8700000,8,501,3600000,7000000,15800000,6300000, Rejected
8650,1, Graduate, No,2100000,6200000,20,535,1200000,1300000,4300000,1200000, Rejected
8651,4, Not Graduate, Yes,3700000,7600000,12,358,4600000,6600000,10800000,4500000, Rejected
8652,3, Not Graduate, Yes,8500000,26000000,6,353,9000000,600000,19700000,9300000, Rejected
8653,2, Not Graduate, Yes,7900000,29300000,14,625,1800000,1800000,17700000,12100000, Approved
8654,4, Not Graduate, No,600000,1800000,8,900,1800000,1000000,1200000,300000, Approved
8655,2, Graduate, No,4500000,11200000,10,371,10400000,2800000,15200000,2900000, Rejected
8656,0, Not Graduate, Yes,7000000,21800000,20,308,12300000,4100000,22500000,6800000, Rejected
8657,2, Not Graduate, Yes,4700000,18500000,2,537,7700000,2400000,12400000,4200000, Approved
8658,1, Not Graduate, No,7200000,13900000,10,857,4500000,14000000,27900000,8900000, Approved
8659,1, Not Graduate, Yes,4300000,14700000,16,409,11400000,1500000,12300000,4100000, Rejected
8660,1, Graduate, No,1600000,3400000,2,488,500000,1400000,4400000,2300000, Rejected
8661,0, Not Graduate, Yes,9700000,32500000,12,725,22700000,9300000,40900000,7800000, Approved
8662,2, Graduate, No,4200000,15100000,2,891,4300000,7000000,13100000,4400000, Approved
8663,3, Not Graduate, Yes,2700000,5400000,8,856,3300000,4900000,10700000,4000000, Rejected
8664,1, Graduate, Yes,7500000,29200000,14,322,10700000,4300000,29000000,8500000, Rejected
8665,4, Graduate, No,5200000,15300000,14,441,11700000,2400000,14400000,7300000, Rejected
8666,4, Not Graduate, Yes,1400000,5300000,14,300,4200000,1100000,3200000,1300000, Rejected
8667,3, Graduate, Yes,4400000,16000000,8,337,10500000,5500000,15200000,5600000, Rejected
8668,4, Graduate, Yes,4100000,12300000,2,563,11000000,7300000,11800000,2200000, Approved
8669,4, Graduate, No,1900000,3800000,12,667,1900000,2900000,4700000,2200000, Approved
8670,2, Graduate, No,5800000,22600000,8,337,12800000,2300000,11600000,6300000, Rejected
8671,2, Not Graduate, Yes,2200000,9300000,20,605,3500000,500000,7900000,3200000, Approved
8672,4, Graduate, Yes,2200000,7700000,20,585,600000,2200000,4700000,2600000, Approved
8673,2, Graduate, No,6400000,24500000,12,683,14500000,5500000,26100000,5200000, Approved
8674,4, Not Graduate, Yes,1200000,2800000,4,562,2900000,900000,4100000,1700000, Approved
8675,2, Graduate, No,1500000,5800000,14,527,1400000,1100000,4400000,1100000, Rejected
8676,5, Not Graduate, Yes,8600000,21400000,2,775,3700000,3700000,20600000,5600000, Approved
8677,1, Not Graduate, Yes,2200000,5700000,16,654,6000000,100000,4900000,1200000, Approved
8678,4, Graduate, No,1200000,3300000,2,561,2300000,500000,4700000,1100000, Approved
8679,2, Not Graduate, Yes,8600000,17600000,20,875,1800000,3500000,23800000,7200000, Approved
8680,5, Graduate, No,4600000,10300000,8,751,3800000,4300000,17400000,2900000, Approved
8681,1, Not Graduate, No,3600000,11100000,4,511,8600000,6400000,14000000,2800000, Approved
8682,2, Graduate, No,9500000,26000000,20,829,20300000,2300000,23000000,5900000, Approved
8683,3, Graduate, Yes,7800000,21800000,16,710,0,700000,16300000,5100000, Approved
8684,1, Graduate, No,1200000,5100000,14,723,3100000,0,3900000,600000, Approved
8685,5, Not Graduate, No,2100000,6900000,20,760,3700000,3700000,5600000,1300000, Approved
8686,2, Not Graduate, Yes,3800000,9300000,14,867,6100000,2400000,8800000,2400000, Rejected
8687,4, Not Graduate, Yes,8600000,20700000,16,432,10300000,10900000,29300000,4600000, Rejected
8688,2, Not Graduate, Yes,8100000,27700000,18,774,23900000,10600000,17700000,8300000, Approved
8689,3, Graduate, No,2300000,7600000,14,440,4500000,3300000,7500000,1800000, Rejected
8690,4, Graduate, No,2500000,5400000,12,548,2200000,2900000,7600000,1800000, Rejected
8691,5, Graduate, Yes,9100000,28800000,6,739,14700000,5400000,20800000,8000000, Approved
8692,1, Graduate, No,7000000,25000000,20,599,5500000,13000000,13400000,7200000, Approved
8693,3, Not Graduate, Yes,7100000,16800000,18,646,3500000,900000,15100000,4500000, Approved
8694,0, Graduate, Yes,2000000,5000000,12,300,4300000,2600000,5100000,2300000, Rejected
8695,5, Graduate, No,4300000,14600000,6,755,6600000,5800000,15600000,6900000, Approved
8696,1, Graduate, Yes,8000000,29000000,14,678,14800000,4300000,30700000,9400000, Approved
8697,3, Graduate, Yes,5000000,14600000,8,664,10300000,7100000,21100000,3300000, Approved
8698,0, Graduate, Yes,1000000,2300000,20,773,1000000,900000,2800000,700000, Approved
8699,1, Graduate, Yes,1000000,3800000,16,368,2600000,300000,2100000,700000, Rejected
8700,2, Graduate, Yes,1000000,3000000,4,876,1900000,1400000,2300000,1300000, Approved
8701,3, Graduate, Yes,8900000,19600000,20,304,14900000,9800000,21800000,5000000, Rejected
8702,0, Graduate, Yes,5900000,14100000,16,579,8900000,4300000,16600000,3900000, Approved
8703,4, Not Graduate, No,6100000,21000000,4,651,10200000,7300000,23600000,4000000, Approved
8704,3, Graduate, Yes,9600000,32600000,4,722,2600000,2000000,34600000,6900000, Approved
8705,0, Not Graduate, No,8500000,18100000,16,793,13800000,10300000,21800000,11000000, Approved
8706,4, Not Graduate, No,100000,700000,10,419,300000,200000,300000,100000, Rejected
8707,2, Graduate, Yes,4700000,12400000,8,510,3100000,3800000,18000000,2400000, Approved
8708,4, Not Graduate, No,500000,1200000,4,797,200000,300000,700000,400000, Approved
8709,3, Not Graduate, Yes,8800000,27200000,10,779,5600000,5000000,31500000,10400000, Approved
8710,0, Graduate, No,4100000,11200000,20,846,6500000,2400000,11500000,5700000, Approved
8711,4, Graduate, Yes,2000000,6900000,6,556,3600000,2300000,6400000,1300000, Approved
8712,3, Not Graduate, No,2400000,7900000,16,473,2200000,3300000,5800000,3400000, Rejected
8713,0, Graduate, Yes,9200000,29600000,12,307,12700000,1400000,35700000,8600000, Rejected
8714,0, Not Graduate, No,8100000,20000000,14,752,4500000,11300000,18100000,11700000, Approved
8715,4, Not Graduate, No,6400000,24400000,2,666,10700000,5800000,17300000,6800000, Approved
8716,3, Not Graduate, No,6300000,14300000,6,518,2100000,3800000,18800000,5800000, Rejected
8717,5, Graduate, Yes,2700000,11100000,6,361,4600000,3500000,7700000,2900000, Rejected
8718,1, Graduate, No,2200000,5400000,20,404,1800000,2400000,8400000,3000000, Rejected
8719,5, Graduate, No,2900000,10200000,12,787,3700000,4400000,10700000,2500000, Approved
8720,1, Not Graduate, Yes,3500000,13100000,20,546,8900000,3500000,12700000,2900000, Rejected
8721,1, Not Graduate, No,8700000,33400000,14,723,19500000,6100000,16600000,12600000, Approved
8722,5, Not Graduate, No,8000000,19100000,6,806,5500000,2500000,26200000,7600000, Approved
8723,1, Not Graduate, Yes,3600000,9300000,12,673,9800000,2500000,8600000,2500000, Approved
8724,4, Not Graduate, Yes,9400000,28700000,16,593,4800000,17200000,28100000,12200000, Approved
8725,2, Graduate, No,5400000,15300000,8,328,10900000,5000000,20900000,7500000, Rejected
8726,3, Graduate, Yes,800000,2400000,10,470,900000,100000,2900000,500000, Rejected
8727,2, Graduate, Yes,500000,2400000,10,344,2000000,1400000,1900000,900000, Rejected
8728,3, Not Graduate, Yes,800000,1600000,2,541,1700000,1000000,1700000,600000, Approved
8729,5, Graduate, Yes,1700000,4800000,12,537,900000,2200000,4800000,1200000, Rejected
8730,0, Graduate, No,6800000,27200000,4,389,16900000,7200000,20900000,9800000, Approved
8731,2, Graduate, Yes,2200000,7900000,6,650,3200000,1600000,8300000,2400000, Approved
8732,5, Graduate, No,5600000,11300000,4,868,10100000,6100000,20500000,7900000, Approved
8733,1, Not Graduate, Yes,700000,2800000,20,654,200000,1200000,2600000,600000, Approved
8734,3, Not Graduate, No,3300000,10800000,4,809,2700000,900000,9000000,2800000, Approved
8735,3, Not Graduate, Yes,3200000,11500000,6,702,9100000,5800000,7900000,1400000, Approved
8736,3, Graduate, Yes,7800000,18700000,20,739,7400000,15400000,29600000,10300000, Approved
8737,1, Graduate, No,7100000,20900000,14,390,3500000,11800000,20900000,4600000, Rejected
8738,1, Graduate, No,2700000,9800000,2,584,6400000,2800000,7600000,3300000, Approved
8739,5, Graduate, No,5100000,18300000,14,573,14500000,8100000,14100000,3600000, Rejected
8740,1, Not Graduate, No,7200000,22300000,16,389,4000000,4100000,26700000,7800000, Rejected
8741,0, Graduate, No,6800000,15300000,12,746,9400000,12600000,22200000,3300000, Approved
8742,2, Not Graduate, No,2500000,10000000,4,638,700000,1000000,7600000,2100000, Approved
8743,3, Graduate, No,2100000,4000000,6,814,1300000,1800000,7000000,1200000, Approved
8744,3, Not Graduate, Yes,2400000,5200000,12,769,300000,2600000,5000000,3100000, Approved
8745,4, Graduate, No,5400000,15800000,18,476,13900000,2600000,16300000,6400000, Rejected
8746,4, Not Graduate, Yes,7000000,29100000,14,511,6300000,10600000,26500000,4400000, Rejected
8747,3, Not Graduate, No,9000000,26100000,14,617,5300000,0,31400000,5600000, Approved
8748,1, Graduate, Yes,4000000,12200000,12,350,10600000,2500000,16000000,4800000, Rejected
8749,5, Not Graduate, Yes,9700000,29300000,10,430,21700000,3400000,34500000,9700000, Rejected
8750,2, Not Graduate, No,6900000,26900000,6,733,17500000,10600000,19700000,7700000, Approved
8751,2, Not Graduate, Yes,8200000,25400000,18,634,6000000,6100000,26400000,4300000, Approved
8752,3, Graduate, No,1800000,5700000,12,436,500000,700000,5500000,900000, Rejected
8753,2, Graduate, No,9300000,28800000,6,373,22000000,16000000,21100000,9100000, Rejected
8754,2, Not Graduate, No,1200000,4600000,10,584,200000,1000000,2600000,1500000, Approved
8755,3, Not Graduate, No,7000000,19900000,12,827,19800000,9600000,13000000,4500000, Approved
8756,1, Graduate, No,900000,3000000,18,636,1800000,1800000,3600000,700000, Approved
8757,3, Graduate, No,1000000,2200000,8,736,3100000,2000000,2700000,700000, Approved
8758,5, Graduate, Yes,5600000,15000000,18,691,10000000,7900000,13000000,7100000, Approved
8759,0, Not Graduate, No,7600000,29100000,12,791,6100000,10900000,24500000,4900000, Approved
8760,4, Not Graduate, Yes,2800000,9700000,10,644,4900000,3900000,8900000,3500000, Approved
8761,5, Graduate, No,4400000,12600000,18,706,1100000,400000,14000000,6200000, Approved
8762,5, Not Graduate, Yes,7700000,18200000,14,483,800000,4700000,16400000,9600000, Rejected
8763,2, Not Graduate, Yes,8100000,19100000,12,462,5600000,1500000,16200000,9500000, Rejected
8764,0, Not Graduate, Yes,4900000,12200000,14,723,15000000,800000,18800000,3900000, Approved
8765,0, Not Graduate, No,2400000,5200000,14,582,6100000,4200000,5400000,3200000, Approved
8766,0, Graduate, Yes,7300000,26700000,10,656,15300000,2800000,28500000,6300000, Approved
8767,0, Graduate, Yes,3600000,12400000,14,670,2700000,500000,11100000,5000000, Approved
8768,3, Not Graduate, Yes,5700000,11800000,12,775,3300000,1900000,19400000,8000000, Approved
8769,4, Graduate, Yes,300000,1200000,4,408,700000,100000,1200000,400000, Approved
8770,2, Not Graduate, Yes,1100000,2100000,4,890,1900000,1200000,2000000,900000, Approved
8771,4, Graduate, No,9100000,34900000,14,315,6100000,8500000,32500000,4600000, Rejected
8772,4, Not Graduate, Yes,7900000,33400000,10,633,15100000,14200000,26300000,5000000, Approved
8773,3, Not Graduate, No,500000,600000,6,889,200000,300000,700000,500000, Approved
8774,3, Not Graduate, No,7300000,24700000,8,339,1000000,800000,15700000,9100000, Rejected
8775,0, Graduate, Yes,2200000,7100000,20,547,4100000,2100000,7100000,1700000, Rejected
8776,5, Not Graduate, Yes,1000000,3800000,2,878,1200000,400000,3300000,700000, Approved
8777,3, Not Graduate, Yes,3000000,6300000,18,843,2400000,3500000,11100000,4300000, Approved
8778,4, Graduate, Yes,9400000,24000000,14,375,22600000,6800000,25400000,7300000, Rejected
8779,1, Not Graduate, No,4100000,12200000,8,758,8300000,800000,15300000,5400000, Approved
8780,4, Graduate, Yes,2600000,10000000,8,361,6400000,2000000,7400000,3000000, Rejected
8781,0, Not Graduate, Yes,2300000,6100000,16,739,3000000,2100000,7500000,1300000, Approved
8782,0, Graduate, Yes,7800000,20900000,4,409,16300000,10600000,24700000,7600000, Approved
8783,0, Not Graduate, Yes,8600000,27200000,10,487,2400000,6100000,20300000,6600000, Rejected
8784,5, Not Graduate, Yes,8600000,28700000,6,375,24700000,8700000,28800000,4900000, Rejected
8785,3, Not Graduate, No,6300000,23800000,10,760,13000000,1100000,19100000,9000000, Approved
8786,1, Graduate, No,4600000,17500000,12,666,10200000,8600000,10800000,3300000, Approved
8787,2, Not Graduate, Yes,4500000,13200000,20,729,1100000,9600000,16400000,4900000, Approved
8788,5, Graduate, No,900000,2200000,6,517,900000,500000,2700000,1000000, Rejected
8789,4, Graduate, Yes,5600000,14500000,4,367,13100000,4600000,11100000,3500000, Rejected
8790,4, Not Graduate, No,4800000,17000000,14,420,11000000,2800000,13200000,6900000, Rejected
8791,1, Graduate, Yes,9500000,30300000,20,475,20300000,14900000,39600000,10200000, Approved
8792,4, Graduate, Yes,3700000,7500000,20,881,5000000,6600000,14200000,3400000, Approved
8793,4, Graduate, Yes,6100000,19100000,14,461,13300000,7200000,19200000,3000000, Rejected
8794,5, Graduate, No,200000,900000,4,489,700000,200000,700000,400000, Rejected
8795,3, Graduate, No,4000000,10200000,6,816,10900000,2000000,12800000,2800000, Approved
8796,0, Graduate, Yes,3200000,8800000,16,379,2300000,3700000,6800000,3500000, Rejected
8797,1, Not Graduate, No,1900000,7200000,4,820,3800000,2500000,5800000,1300000, Approved
8798,0, Graduate, No,3100000,6900000,10,785,7000000,600000,12100000,2900000, Approved
8799,3, Graduate, Yes,4500000,10600000,12,851,11500000,5100000,9700000,3400000, Rejected
8800,0, Not Graduate, Yes,400000,1100000,2,468,100000,200000,1200000,400000, Approved
8801,5, Not Graduate, No,9600000,29700000,4,520,5000000,12300000,24400000,8900000, Rejected
8802,5, Not Graduate, Yes,6300000,15900000,12,816,13600000,5000000,14600000,5200000, Approved
8803,5, Not Graduate, No,7600000,25500000,6,759,4200000,13600000,18800000,7200000, Approved
8804,4, Graduate, Yes,400000,1600000,20,330,100000,0,1800000,600000, Rejected
8805,5, Graduate, No,4500000,8800000,12,895,3300000,2500000,12000000,5300000, Approved
8806,3, Not Graduate, No,7200000,21700000,4,684,10100000,4000000,25800000,5400000, Approved
8807,4, Not Graduate, No,6000000,21700000,4,668,10600000,7100000,23200000,4000000, Approved
8808,3, Graduate, Yes,9000000,33400000,14,316,8200000,10300000,21500000,6300000, Rejected
8809,3, Not Graduate, Yes,9400000,33100000,10,854,24900000,12400000,33600000,8500000, Approved
8810,4, Not Graduate, No,4000000,10500000,20,552,4100000,3300000,10500000,4900000, Rejected
8811,2, Not Graduate, No,4200000,9000000,6,541,7200000,7100000,16500000,2900000, Rejected
8812,3, Graduate, Yes,8600000,22800000,12,857,25700000,11600000,34200000,10500000, Approved
8813,0, Graduate, No,6500000,14100000,10,439,5100000,12600000,23700000,3500000, Rejected
8814,5, Not Graduate, No,6100000,19300000,12,794,15900000,11400000,15900000,5400000, Rejected
8815,4, Graduate, No,3200000,11200000,6,666,3600000,4700000,6400000,4000000, Approved
8816,0, Not Graduate, Yes,2400000,6200000,8,684,6700000,1800000,9100000,1300000, Approved
8817,5, Not Graduate, Yes,8500000,22500000,2,814,3700000,3700000,22000000,5200000, Approved
8818,3, Graduate, Yes,4000000,15200000,20,541,9100000,1000000,9100000,3600000, Rejected
8819,3, Graduate, No,4800000,17600000,10,451,11000000,5100000,18800000,5100000, Rejected
8820,2, Not Graduate, No,8400000,22100000,4,491,23300000,400000,25000000,4800000, Rejected
8821,3, Graduate, No,9200000,35300000,18,640,3200000,13100000,30700000,12000000, Approved
8822,2, Graduate, No,1500000,3500000,4,564,4100000,1300000,4700000,1800000, Approved
8823,1, Graduate, Yes,5300000,12500000,20,595,4100000,200000,12200000,7300000, Approved
8824,1, Graduate, Yes,4200000,9800000,16,444,7300000,4100000,14000000,3800000, Rejected
8825,3, Not Graduate, No,6900000,20800000,12,721,12000000,10500000,18700000,11900000, Approved
8826,0, Not Graduate, No,7600000,28800000,12,471,4400000,7700000,29600000,6900000, Approved
8827,0, Not Graduate, No,2200000,5600000,2,764,1200000,2300000,7200000,2900000, Approved
8828,5, Not Graduate, Yes,10000000,22700000,10,401,11600000,17600000,22200000,8200000, Rejected
8829,4, Graduate, Yes,9400000,23700000,14,451,9800000,1100000,22600000,12900000, Rejected
8830,4, Graduate, No,2400000,5600000,8,597,3500000,1500000,10300000,2900000, Approved
8831,1, Not Graduate, Yes,5200000,19800000,8,753,1900000,800000,18600000,3800000, Approved
8832,5, Graduate, Yes,600000,1500000,12,500,1500000,100000,1900000,700000, Rejected
8833,4, Not Graduate, No,2300000,7200000,20,585,0,3800000,8200000,1900000, Approved
8834,1, Graduate, Yes,8100000,31600000,10,730,26000000,8700000,26200000,10100000, Approved
8835,0, Not Graduate, No,6800000,17600000,8,584,3700000,3900000,14100000,3200000, Approved
8836,1, Not Graduate, Yes,7200000,27500000,8,603,11700000,4600000,16800000,6400000, Approved
8837,2, Not Graduate, Yes,200000,800000,8,536,300000,100000,800000,300000, Approved
8838,3, Graduate, Yes,6100000,19400000,12,802,2000000,2500000,15500000,3200000, Approved
8839,0, Not Graduate, Yes,7300000,18800000,18,432,11900000,11500000,23100000,6100000, Rejected
8840,1, Graduate, Yes,300000,400000,10,870,800000,100000,700000,200000, Approved
8841,3, Graduate, Yes,8800000,23000000,20,650,5700000,9200000,23000000,8700000, Approved
8842,3, Not Graduate, Yes,5500000,15100000,4,359,11100000,10100000,15100000,5400000, Rejected
8843,5, Not Graduate, Yes,9000000,36300000,10,731,9100000,17700000,33600000,11800000, Approved
8844,4, Graduate, No,4400000,10200000,10,492,11000000,2900000,12000000,2800000, Rejected
8845,5, Graduate, Yes,1700000,4800000,14,453,1700000,2400000,4700000,1700000, Rejected
8846,5, Not Graduate, No,1400000,4900000,12,750,1600000,800000,4500000,700000, Approved
8847,3, Graduate, No,5500000,20200000,4,859,4200000,7200000,18500000,7800000, Approved
8848,4, Graduate, Yes,10400000,27900000,8,759,23400000,12500000,35300000,5900000, Approved
8849,4, Not Graduate, No,300000,1000000,10,824,700000,400000,1000000,200000, Approved
8850,4, Not Graduate, No,3800000,14300000,8,717,3800000,4800000,8100000,5500000, Approved
8851,5, Not Graduate, No,5000000,11700000,16,588,6600000,800000,14100000,5400000, Approved
8852,1, Graduate, Yes,6400000,15100000,12,355,3700000,2000000,14500000,7200000, Rejected
8853,0, Graduate, Yes,7600000,29200000,14,788,6300000,11300000,23900000,4700000, Approved
8854,0, Graduate, Yes,2700000,8000000,10,433,8300000,2700000,6900000,3700000, Rejected
8855,2, Graduate, No,3300000,8700000,18,576,4900000,1300000,12600000,1500000, Rejected
8856,2, Not Graduate, No,8700000,29900000,12,570,17700000,5300000,25800000,9200000, Approved
8857,0, Graduate, No,2900000,9600000,16,413,5800000,4000000,8500000,2200000, Rejected
8858,2, Graduate, No,4800000,16200000,2,762,8700000,1600000,16200000,5700000, Approved
8859,2, Not Graduate, Yes,9600000,38400000,4,444,9800000,17600000,33100000,13300000, Approved
8860,1, Not Graduate, Yes,5000000,17500000,12,484,2100000,1500000,17200000,4800000, Rejected
8861,2, Not Graduate, No,9500000,31700000,12,786,2300000,17500000,22000000,7200000, Approved
8862,5, Not Graduate, No,7200000,19200000,4,425,18100000,11900000,21200000,7600000, Rejected
8863,3, Not Graduate, Yes,6900000,23900000,18,665,17000000,5500000,21400000,5800000, Approved
8864,4, Not Graduate, Yes,5400000,12200000,2,586,10400000,900000,20400000,7500000, Approved
8865,3, Not Graduate, Yes,4000000,14800000,6,691,2200000,7100000,8500000,4600000, Approved
8866,0, Graduate, Yes,6800000,15000000,16,619,3400000,7000000,24000000,8700000, Approved
8867,1, Not Graduate, No,4000000,11300000,6,367,13200000,3000000,9700000,5900000, Rejected
8868,4, Not Graduate, No,6700000,25100000,16,387,5200000,4900000,15900000,6800000, Rejected
8869,1, Not Graduate, No,10400000,19600000,20,821,13100000,8600000,39900000,11200000, Approved
8870,2, Not Graduate, Yes,6700000,22700000,18,526,14600000,5800000,19600000,6100000, Rejected
8871,3, Not Graduate, No,2700000,7800000,12,430,6900000,1900000,6800000,2200000, Approved
8872,3, Graduate, No,9200000,34400000,18,666,3000000,13900000,31400000,13000000, Rejected
8873,1, Not Graduate, Yes,3600000,9800000,4,389,1600000,5700000,7700000,4700000, Rejected
8874,5, Graduate, No,900000,3000000,4,855,2800000,1100000,1900000,1000000, Approved
